,x ,y,a,b
0,0.6294261441617489,0.8948416018830248,0.3217127036842603,0.28053526652039884
1,0.4619034735397063,0.07255892687448773,0.8440877134532672,0.3390879651200349
2,0.5967750381217511,0.24693718951759502,0.2824647532479533,0.41751456792769204
3,0.6427763183093993,0.9242266171192114,0.9817594367119349,0.5639740283262576
4,0.6620485785452266,0.7629404679350716,0.11719818339811772,0.4158255693250442
5,0.5094448458485419,0.2739638432399599,0.3695413950336046,0.5324024786393156
6,0.6924952386323465,0.5701939962509288,0.1223418096361375,0.1919097658420149
7,0.786214031148543,0.15596366372218085,0.7790851024590845,0.861551966759684
8,0.1286257324803709,0.9644151255807095,0.44934030139498626,0.8357899416832221
9,0.04221843549416393,0.19514279602469764,0.8154299978868632,0.9354532218851761
10,0.13303228581485327,0.9862979089863348,0.4834407103003453,0.6905238818944766
11,0.1457709680161008,0.25771643543544054,0.2537044576357569,0.38511884589542766
12,0.8769435767313868,0.7159883722902485,0.8409859812225121,0.02087048437815786
13,0.4303980996479918,0.7458914545941434,0.9721422641211097,0.8137119804174417
14,0.476158326544979,0.0862666904597893,0.977626080221562,0.45032265096380497
15,0.13918232615951398,0.6771082035426581,0.8690426655902372,0.7400007334238173
16,0.09583073060101333,0.14598769636941067,0.8418379434977217,0.7475812028968334
17,0.7934366659203493,0.44091240812463717,0.47020771100764014,0.09246891444552263
18,0.14498162459426267,0.9395061707411705,0.012868628498065138,0.7586397448579262
19,0.5158524589475371,0.08815553433266343,0.7529012258921278,0.7917975145536887
20,0.3724598237604123,0.7675231913747096,0.887755847920141,0.6645122177666275
21,0.36436317576409627,0.13303067084393738,0.3177650505315476,0.9009640750665454
22,0.7429951820534749,0.4539631821270108,0.6693240346183169,0.41579370875934873
23,0.3364163195102883,0.12880030629135597,0.2020764763772347,0.09590536166891983
24,0.2672878850239657,0.5757471155743414,0.757729873351403,0.03529657593368074
25,0.27139930744529617,0.7325512423863902,0.40488517597525897,0.616884390772965
26,0.000722948696468384,0.9756472025830236,0.08430672073375767,0.6157670381773044
27,0.6253221356708536,0.8577595904242806,0.096420491318286,0.14619039730015881
28,0.37323636217232814,0.7489230963280491,0.17894937630424856,0.9274462395239793
29,0.19408183003563206,0.5900228336466509,0.6233477602365997,0.6493325106464519
30,0.11611865080862382,0.18022189467078698,0.557315610220681,0.13087968545000894
31,0.7027673057434141,0.21592998107307138,0.4607022495787426,0.5111629196711871
32,0.750515742643808,0.6198338799257621,0.8212113414148831,0.7493887785227591
33,0.6349841478111493,0.3753915174860052,0.08368229379687286,0.09412582725925689
34,0.6721539705491801,0.3291188736628248,0.5140204301184171,0.7788740139241497
35,0.3398542250484964,0.8917935171294037,0.19287767741933637,0.061256166867123985
36,0.1344887810670372,0.19319048312761478,0.8455304259362437,0.18389239107905198
37,0.9625308714435313,0.9650285499928994,0.7792175982401409,0.8064677701638147
38,0.3412120246643886,0.6126492447170366,0.25299037360070276,0.5935175276327951
39,0.6893734133337445,0.3918910847362389,0.1598004001812513,0.03176851711086892
40,0.9236852755059886,0.39390736608057275,0.7225340433363433,0.958097468440774
41,0.5544727541536133,0.6665190321580741,0.12665481461158024,0.9909742340969795
42,0.6270137176173965,0.8204022298345528,0.6540308267493363,0.9073613749999333
43,0.495650334612067,0.013226101066133311,0.5970505614562072,0.19274620882751559
44,0.4568587304857624,0.9147679687625648,0.05240428107510231,0.6066261355355823
45,0.49469708880344254,0.15189466546847186,0.9940957034717819,0.8315023276299541
46,0.027406069922172094,0.15377468826202167,0.42416404604387914,0.7571271519859695
47,0.2688349230937934,0.1349852106308298,0.320336580495302,0.5492188419136771
48,0.3142092475036805,0.8840363046554833,0.06270958931650306,0.19489765886662047
49,0.0033049048918264434,0.40000810168615075,0.6419233071727188,0.39417599499281386
50,0.19981584400897723,0.3586603963214563,0.9604119946282553,0.03214321976005574
51,0.49321082310294706,0.012789617047091473,0.23429500645047874,0.3479509223088505
52,0.4692724709514249,0.04545270385283817,0.28269776647091627,0.6507492113534669
53,0.7656376152287646,0.8080569616983247,0.9613614682446824,0.4419341106376494
54,0.9404094507944923,0.26065544976460964,0.858601172281263,0.8920062045934389
55,0.8167239667121658,0.4511859939118329,0.4554309737375989,0.6925482819791595
56,0.9243204308399047,0.46402364805303076,0.8546380661313023,0.049157705245748584
57,0.5145797079557273,0.30795241110383753,0.3271901751909422,0.7342087338565826
58,0.006222525457040162,0.8901421484768617,0.8340577492068143,0.07048133863680861
59,0.017084186134341817,0.20889185234546293,0.17741748342000552,0.6800438181164236
60,0.8059977562123071,0.7683820129622032,0.021453607193216317,0.5172872838999575
61,0.6673925439274522,0.8934439811364788,0.6694563803961576,0.14348269313520257
62,0.49311114986253834,0.054645652877308715,0.5345536300765834,0.6634591857710267
63,0.7732823204241055,0.9864671041383248,0.14970478787300923,0.4758720623063335
64,0.1732874991859511,0.8310727002554233,0.7514778565141421,0.14550549945087465
65,0.585898486461447,0.7564898157484798,0.9205524148011304,0.7930640703061678
66,0.8944412580961396,0.03691725557162151,0.1754434430547076,0.15321515924878293
67,0.4710110246274156,0.5007613585067991,0.07725065465712078,0.4038962951286821
68,0.4342508890581477,0.923120124578601,0.7919132040082484,0.31461162922141317
69,0.41721640038596175,0.7890060280375134,0.8009005741302823,0.732467974715112
70,0.6622225554324815,0.4889669304372174,0.49153698137999735,0.2698728314696337
71,0.252778883735444,0.2320301073670188,0.6301423262721376,0.5261876380419586
72,0.18011217670385504,0.8182173948965616,0.2555433852369844,0.10939433337115523
73,0.2538609885026404,0.8051793332224081,0.8899153806995947,0.8004256078310096
74,0.34881845007075296,0.16047815967112522,0.9603777288765346,0.6774409512854394
75,0.689760610427817,0.6283146423117812,0.19560570970824986,0.6785914403337973
76,0.32150255023088803,0.20121607384634177,0.7158925602343778,0.7035462161614784
77,0.08555103333501901,0.500131561573689,0.06488926850535892,0.025588230318490002
78,0.6064833550692593,0.5332253308600664,0.6766852674526437,0.43571194269695546
79,0.8790743217120933,0.7888139475190947,0.43563425230074027,0.2434404331481861
80,0.7859497911714682,0.695708165346864,0.05488947725568105,0.24670492526604837
81,0.6666330395231321,0.11634451917937627,0.5785564950082457,0.7770483590676864
82,0.19252401807959374,0.5838254107928335,0.9473205856682121,0.038691834609519304
83,0.9026785189823517,0.5090442762679881,0.8825613464149149,0.4183605497391071
84,0.7239013204950148,0.5355484739031864,0.2421296193076079,0.18643301392714762
85,0.1864595592819197,0.6168619275227812,0.9632120556441915,0.8623951171853831
86,0.9619507618207138,0.4696079764013207,0.4635056287981305,0.42400120558412624
87,0.1730076492214655,0.30107375852735685,0.4560721238418164,0.1552057355208879
88,0.6262574890896786,0.6348883417343896,0.7158429120446371,0.21822014875602136
89,0.9845219418586365,0.9474953837643537,0.2805686662882456,0.729649327234649
90,0.7403438672252618,0.6012391391160462,0.7858479901427873,0.2778883957802759
91,0.5601948908176317,0.06541885166487749,0.17813305878376817,0.6879274377205709
92,0.7718173257467834,0.396072485777455,0.18055116228527746,0.6304638436159997
93,0.4644461473474093,0.5536927605415722,0.0741817989179322,0.32413329862968754
94,0.18961742424045813,0.18583601826000162,0.10745591718140035,0.24282051698752172
95,0.2762550243220214,0.7408662713220513,0.09620108493030421,0.812587624970048
96,0.782735261222937,0.8760984170552963,0.6455493556969918,0.1341049070917285
97,0.06259914910043263,0.025427345155611514,0.023352849458705083,0.3172506366757417
98,0.2661772012301242,0.3770533958473009,0.6255531127514673,0.729258489340838
99,0.8689582001351596,0.35049462552179544,0.38981299200016817,0.9711835172545491
100,0.2850247490062977,0.7235510061956824,0.224950839640354,0.8281478031958078
101,0.4845133738479883,0.40127244676008567,0.9467747574398246,0.1457351867506742
102,0.6575258301431055,0.5008537812328894,0.8542315012410026,0.48822940183979857
103,0.01382335815928204,0.27728056330769146,0.9259749267012688,0.7023912331545603
104,0.04421489961119773,0.8389443621358006,0.35086235891855766,0.4213104392771647
105,0.9459576388130636,0.2009994656418731,0.32950462752140475,0.26207534418055534
106,0.4943311425471051,0.7300498745025658,0.6750374970020886,0.33575513641195
107,0.3021766042976891,0.3951282956877935,0.15447354869001229,0.19033729823226242
108,0.9050430049683807,0.35704309084702823,0.3051433577112609,0.3507048932470892
109,0.4040220998286729,0.9278991693984712,0.1601887293238229,0.014897138884680583
110,0.5928064683354375,0.35196469234155114,0.03595727030519591,0.8928909530347228
111,0.5325409113044031,0.7122586324047265,0.6218555270470226,0.2390903207353673
112,0.7266983780374175,0.32157736069248277,0.936340624621583,0.7967762578996639
113,0.7537699485493311,0.4194317456469552,0.08251404180859523,0.9246854361499005
114,0.5759703635252901,0.5561672301140982,0.9082400088028628,0.5537291139755635
115,0.7544916063832168,0.7191306081802453,0.8667198741584763,0.25199507974759183
116,0.9567786472073695,0.48330104960901954,0.7694309393674074,0.8397660042133065
117,0.15802947005799228,0.6947975449340354,0.10689793511484236,0.3972922923973038
118,0.7295072530535728,0.34275136875674295,0.30835428513814034,0.7865982829625934
119,0.3675167641705279,0.6973945837672215,0.12897068939535017,0.2340858726586751
120,0.9292561867708912,0.9740224807278175,0.5594414985291469,0.1777237230191635
121,0.7914895678266567,0.29928176047306854,0.8501503213568,0.663660873878333
122,0.10549417660988925,0.06584367290111981,0.6080096548621627,0.09992794495845947
123,0.03846682080184716,0.9094587978999104,0.2754489375887167,0.5118721828420565
124,0.9864719081476717,0.8136007870955012,0.5426292233288407,0.5836775261737999
125,0.5271995215310136,0.15377771138946972,0.4732797172046641,0.7532417644798743
126,0.03419495426889252,0.9991259209867389,0.5165773909786041,0.9588749039919213
127,0.882785101008125,0.39607394271929797,0.9784067113314886,0.662734465110715
128,0.3228977513694471,0.14041730591946477,0.8214384592372752,0.3656623924234975
129,0.7306540911228315,0.05956117593757537,0.80537061552365,0.4591426671520338
130,0.795175460116809,0.04070589259392332,0.5331238969105431,0.8966297775229537
131,0.9942875632918983,0.31312710252481346,0.6507613725040324,0.0914434747278029
132,0.7853531075729787,0.6275777201120063,0.2207912215580612,0.6574844844890501
133,0.4125870787249354,0.03296972285939426,0.13061962669122296,0.5126066457891453
134,0.6296787093317864,0.6420528299947806,0.7912111803193775,0.08334708147414904
135,0.2980799217839635,0.4662251393650929,0.944744969350926,0.11612640623718984
136,0.928046886339658,0.029040934788671424,0.3658427218394633,0.1486889812923915
137,0.12627394107300838,0.5491733645137332,0.8563624901891133,0.2124706175048604
138,0.6015895006134291,0.956255850265448,0.961185827161599,0.6434518967491232
139,0.31324916867853436,0.19390805414819745,0.8866579030673964,0.1681992646137065
140,0.7650327182760166,0.8264297540016923,0.9457977520044045,0.03670548113728933
141,0.6852481865690933,0.8522684259336322,0.20550957741979958,0.9027911629385058
142,0.6405325198316071,0.4253638609176602,0.1466758059718345,0.5332629691562314
143,0.30078331334848896,0.2692388931088049,0.3297423564485661,0.4509521344044368
144,0.9305248362731258,0.6462941975111848,0.24099858909847383,0.399598558136091
145,0.6823616313678221,0.8573156538751903,0.9837044395963858,0.4548118136483078
146,0.3000112132127911,0.4809162483161431,0.02143944783645857,0.37837197878594697
147,0.10919927951807773,0.4465057087969394,0.4619016135559607,0.7071639270967378
148,0.8535555970146019,0.30563286778902643,0.7294444466172608,0.5034391993019613
149,0.9024751824357029,0.2725705771753004,0.43576431856926556,0.13606267220051216
150,0.8332325680605782,0.8078822531142287,0.35571644737563646,0.6254327942991859
151,0.30259294220727695,0.9536785739136926,0.09248653002802243,0.05252430609588388
152,0.5402322877804325,0.3021119653037122,0.7097952730855451,0.6213038821967599
153,0.6894444393412693,0.5944494260530678,0.02141517493596179,0.20929711879640345
154,0.5288860984615503,0.7678750213470217,0.979064157136795,0.9848099737091562
155,0.6938954892358355,0.050572374911299844,0.33603829386011774,0.6825393808256851
156,0.9821866256169974,0.9203603878144141,0.9014685808627448,0.38091175110905984
157,0.43073150868361076,0.5356830199821584,0.8378806151200098,0.8698592139698146
